candidato,votos,porcentaje,nivel,region,distrito,comuna
JEANNETTE JARA ROMAN,30840,33.849999999999994,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 13,SAN MIGUEL
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,922,1.01,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 13,SAN MIGUEL
JOHANNES KAISER BARENTS-VON HOHENHAGEN,11809,12.96,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 13,SAN MIGUEL
JOSE ANTONIO KAST RIST,18016,19.77,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 13,SAN MIGUEL
EDUARDO ANTONIO ARTES BRICHETTI,807,0.89,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 13,SAN MIGUEL
EVELYN MATTHEI FORNET,20141,22.110000000000003,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 13,SAN MIGUEL
HAROLD MAYNE-NICHOLLS SECUL,1571,1.72,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 13,SAN MIGUEL
FRANCO PARISI FERNANDEZ,12352,19.99,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 13,SAN RAMON
JEANNETTE JARA ROMAN,21002,33.99,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 13,SAN RAMON
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,1094,1.77,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 13,SAN RAMON
JOHANNES KAISER BARENTS-VON HOHENHAGEN,7603,12.31,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 13,SAN RAMON
JOSE ANTONIO KAST RIST,12367,20.02,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 13,SAN RAMON
EDUARDO ANTONIO ARTES BRICHETTI,469,0.76,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 13,SAN RAMON
EVELYN MATTHEI FORNET,6152,9.96,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 13,SAN RAMON
HAROLD MAYNE-NICHOLLS SECUL,747,1.21,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 13,SAN RAMON
FRANCO PARISI FERNANDEZ,1209,21.62,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,ALHUE
JEANNETTE JARA ROMAN,1594,28.5,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,ALHUE
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,55,0.98,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,ALHUE
JOHANNES KAISER BARENTS-VON HOHENHAGEN,721,12.89,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,ALHUE
JOSE ANTONIO KAST RIST,1431,25.59,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,ALHUE
EDUARDO ANTONIO ARTES BRICHETTI,16,0.29000000000000004,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,ALHUE
EVELYN MATTHEI FORNET,523,9.350000000000001,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,ALHUE
HAROLD MAYNE-NICHOLLS SECUL,44,0.7899999999999999,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,ALHUE
FRANCO PARISI FERNANDEZ,15421,19.64,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,BUIN
JEANNETTE JARA ROMAN,19296,24.58,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,BUIN
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,933,1.1900000000000002,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,BUIN
JOHANNES KAISER BARENTS-VON HOHENHAGEN,9325,11.88,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,BUIN
JOSE ANTONIO KAST RIST,24542,31.259999999999998,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,BUIN
EDUARDO ANTONIO ARTES BRICHETTI,423,0.54,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,BUIN
EVELYN MATTHEI FORNET,7541,9.61,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,BUIN
HAROLD MAYNE-NICHOLLS SECUL,1029,1.31,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,BUIN
FRANCO PARISI FERNANDEZ,3043,15.41,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,CALERA DE TANGO
JEANNETTE JARA ROMAN,4527,22.93,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,CALERA DE TANGO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,211,1.07,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,CALERA DE TANGO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,2957,14.98,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,CALERA DE TANGO
JOSE ANTONIO KAST RIST,5753,29.14,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,CALERA DE TANGO
EDUARDO ANTONIO ARTES BRICHETTI,104,0.53,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,CALERA DE TANGO
EVELYN MATTHEI FORNET,2906,14.719999999999999,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,CALERA DE TANGO
HAROLD MAYNE-NICHOLLS SECUL,242,1.23,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,CALERA DE TANGO
FRANCO PARISI FERNANDEZ,4951,18.7,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,CURACAVI
JEANNETTE JARA ROMAN,7335,27.7,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,CURACAVI
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,313,1.1800000000000002,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,CURACAVI
JOHANNES KAISER BARENTS-VON HOHENHAGEN,4071,15.38,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,CURACAVI
JOSE ANTONIO KAST RIST,6131,23.16,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,CURACAVI
EDUARDO ANTONIO ARTES BRICHETTI,133,0.5,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,CURACAVI
EVELYN MATTHEI FORNET,3228,12.19,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,CURACAVI
HAROLD MAYNE-NICHOLLS SECUL,315,1.1900000000000002,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,CURACAVI
FRANCO PARISI FERNANDEZ,6300,23.59,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,EL MONTE
JEANNETTE JARA ROMAN,7117,26.650000000000002,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,EL MONTE
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,371,1.3900000000000001,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,EL MONTE
JOHANNES KAISER BARENTS-VON HOHENHAGEN,3653,13.68,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,EL MONTE
JOSE ANTONIO KAST RIST,6112,22.88,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,EL MONTE
EDUARDO ANTONIO ARTES BRICHETTI,178,0.6699999999999999,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,EL MONTE
EVELYN MATTHEI FORNET,2683,10.05,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,EL MONTE
HAROLD MAYNE-NICHOLLS SECUL,295,1.1,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,EL MONTE
FRANCO PARISI FERNANDEZ,5682,20.14,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,ISLA DE MAIPO
JEANNETTE JARA ROMAN,7425,26.32,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,ISLA DE MAIPO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,365,1.29,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,ISLA DE MAIPO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,3926,13.92,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,ISLA DE MAIPO
JOSE ANTONIO KAST RIST,7209,25.56,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,ISLA DE MAIPO
EDUARDO ANTONIO ARTES BRICHETTI,136,0.48000000000000004,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,ISLA DE MAIPO
EVELYN MATTHEI FORNET,3139,11.129999999999999,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,ISLA DE MAIPO
HAROLD MAYNE-NICHOLLS SECUL,327,1.1600000000000001,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,ISLA DE MAIPO
FRANCO PARISI FERNANDEZ,2202,18.99,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,MARIA PINTO
JEANNETTE JARA ROMAN,2969,25.610000000000003,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,MARIA PINTO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,129,1.11,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,MARIA PINTO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,1598,13.78,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,MARIA PINTO
JOSE ANTONIO KAST RIST,3116,26.88,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,MARIA PINTO
EDUARDO ANTONIO ARTES BRICHETTI,108,0.93,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,MARIA PINTO
EVELYN MATTHEI FORNET,1365,11.77,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,MARIA PINTO
HAROLD MAYNE-NICHOLLS SECUL,106,0.91,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,MARIA PINTO
FRANCO PARISI FERNANDEZ,18326,19.8,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,MELIPILLA
JEANNETTE JARA ROMAN,22920,24.759999999999998,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,MELIPILLA
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,1125,1.22,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,MELIPILLA
JOHANNES KAISER BARENTS-VON HOHENHAGEN,13403,14.48,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,MELIPILLA
JOSE ANTONIO KAST RIST,24439,26.4,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,MELIPILLA
EDUARDO ANTONIO ARTES BRICHETTI,587,0.63,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,MELIPILLA
EVELYN MATTHEI FORNET,10692,11.55,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,MELIPILLA
HAROLD MAYNE-NICHOLLS SECUL,1078,1.1600000000000001,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,MELIPILLA
FRANCO PARISI FERNANDEZ,10558,20.45,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,PADRE HURTADO
JEANNETTE JARA ROMAN,15294,29.62,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,PADRE HURTADO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,755,1.46,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,PADRE HURTADO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,6876,13.32,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,PADRE HURTADO
JOSE ANTONIO KAST RIST,11317,21.919999999999998,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,PADRE HURTADO
EDUARDO ANTONIO ARTES BRICHETTI,374,0.72,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,PADRE HURTADO
EVELYN MATTHEI FORNET,5756,11.15,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,PADRE HURTADO
HAROLD MAYNE-NICHOLLS SECUL,710,1.37,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,PADRE HURTADO
FRANCO PARISI FERNANDEZ,9749,17.779999999999998,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,PAINE
JEANNETTE JARA ROMAN,13499,24.62,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,PAINE
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,589,1.07,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,PAINE
JOHANNES KAISER BARENTS-VON HOHENHAGEN,6480,11.82,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,PAINE
JOSE ANTONIO KAST RIST,18884,34.44,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,PAINE
EDUARDO ANTONIO ARTES BRICHETTI,280,0.51,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,PAINE
EVELYN MATTHEI FORNET,4738,8.639999999999999,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,PAINE
HAROLD MAYNE-NICHOLLS SECUL,608,1.11,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,PAINE
FRANCO PARISI FERNANDEZ,13350,20.279999999999998,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,PEÑAFLOR
JEANNETTE JARA ROMAN,20456,31.07,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,PEÑAFLOR
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,1041,1.58,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,PEÑAFLOR
JOHANNES KAISER BARENTS-VON HOHENHAGEN,9101,13.82,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,PEÑAFLOR
JOSE ANTONIO KAST RIST,12637,19.2,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,PEÑAFLOR
EDUARDO ANTONIO ARTES BRICHETTI,411,0.62,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,PEÑAFLOR
EVELYN MATTHEI FORNET,7865,11.950000000000001,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,PEÑAFLOR
HAROLD MAYNE-NICHOLLS SECUL,970,1.47,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,PEÑAFLOR
FRANCO PARISI FERNANDEZ,40546,20.73,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,SAN BERNARDO
JEANNETTE JARA ROMAN,59001,30.16,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,SAN BERNARDO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,3033,1.55,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,SAN BERNARDO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,24683,12.62,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,SAN BERNARDO
JOSE ANTONIO KAST RIST,44206,22.6,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,SAN BERNARDO
EDUARDO ANTONIO ARTES BRICHETTI,1416,0.72,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,SAN BERNARDO
EVELYN MATTHEI FORNET,20111,10.28,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,SAN BERNARDO
HAROLD MAYNE-NICHOLLS SECUL,2608,1.33,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,SAN BERNARDO
FRANCO PARISI FERNANDEZ,1527,18.439999999999998,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,SAN PEDRO
JEANNETTE JARA ROMAN,1680,20.279999999999998,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,SAN PEDRO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,70,0.8500000000000001,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,SAN PEDRO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,1278,15.43,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,SAN PEDRO
JOSE ANTONIO KAST RIST,2812,33.949999999999996,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,SAN PEDRO
EDUARDO ANTONIO ARTES BRICHETTI,42,0.51,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,SAN PEDRO
EVELYN MATTHEI FORNET,806,9.729999999999999,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,SAN PEDRO
HAROLD MAYNE-NICHOLLS SECUL,68,0.8200000000000001,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,SAN PEDRO
FRANCO PARISI FERNANDEZ,10706,19.58,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,TALAGANTE
JEANNETTE JARA ROMAN,15342,28.05,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,TALAGANTE
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,772,1.41,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,TALAGANTE
JOHANNES KAISER BARENTS-VON HOHENHAGEN,8036,14.69,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,TALAGANTE
JOSE ANTONIO KAST RIST,12275,22.439999999999998,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,TALAGANTE
EDUARDO ANTONIO ARTES BRICHETTI,367,0.6699999999999999,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,TALAGANTE
EVELYN MATTHEI FORNET,6414,11.729999999999999,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,TALAGANTE
HAROLD MAYNE-NICHOLLS SECUL,779,1.42,comuna,METROPOLITANA DE SANTIAGO,DISTRITO 14,TALAGANTE
FRANCO PARISI FERNANDEZ,159553,21.91,region,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,NA,NA
JEANNETTE JARA ROMAN,178310,24.49,region,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,NA,NA
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,9056,1.24,region,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,NA,NA
JOHANNES KAISER BARENTS-VON HOHENHAGEN,100916,13.860000000000001,region,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,NA,NA
JOSE ANTONIO KAST RIST,185688,25.5,region,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,NA,NA
EDUARDO ANTONIO ARTES BRICHETTI,3874,0.53,region,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,NA,NA
EVELYN MATTHEI FORNET,82620,11.350000000000001,region,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,NA,NA
HAROLD MAYNE-NICHOLLS SECUL,8195,1.1300000000000001,region,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,NA,NA
FRANCO PARISI FERNANDEZ,2978,27.12,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA
JEANNETTE JARA ROMAN,2558,23.29,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,169,1.54,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA
JOHANNES KAISER BARENTS-VON HOHENHAGEN,1423,12.96,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA
JOSE ANTONIO KAST RIST,2690,24.49,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA
EDUARDO ANTONIO ARTES BRICHETTI,51,0.46,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA
EVELYN MATTHEI FORNET,1010,9.2,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA
HAROLD MAYNE-NICHOLLS SECUL,103,0.9400000000000001,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,CODEGUA
FRANCO PARISI FERNANDEZ,1305,19.279999999999998,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,COINCO
JEANNETTE JARA ROMAN,1611,23.8,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,COINCO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,85,1.26,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,COINCO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,1021,15.08,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,COINCO
JOSE ANTONIO KAST RIST,1896,28.01,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,COINCO
EDUARDO ANTONIO ARTES BRICHETTI,29,0.43000000000000005,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,COINCO
EVELYN MATTHEI FORNET,734,10.84,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,COINCO
HAROLD MAYNE-NICHOLLS SECUL,89,1.31,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,COINCO
FRANCO PARISI FERNANDEZ,3921,24.650000000000002,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,COLTAUCO
JEANNETTE JARA ROMAN,3475,21.85,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,COLTAUCO
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,179,1.1300000000000001,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,COLTAUCO
JOHANNES KAISER BARENTS-VON HOHENHAGEN,2215,13.93,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,COLTAUCO
JOSE ANTONIO KAST RIST,4348,27.34,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,COLTAUCO
EDUARDO ANTONIO ARTES BRICHETTI,58,0.36,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,COLTAUCO
EVELYN MATTHEI FORNET,1557,9.79,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,COLTAUCO
HAROLD MAYNE-NICHOLLS SECUL,153,0.96,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,COLTAUCO
FRANCO PARISI FERNANDEZ,4181,23.979999999999997,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,DOÑIHUE
JEANNETTE JARA ROMAN,4439,25.459999999999997,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,DOÑIHUE
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,210,1.2,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,DOÑIHUE
JOHANNES KAISER BARENTS-VON HOHENHAGEN,2332,13.38,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,DOÑIHUE
JOSE ANTONIO KAST RIST,4235,24.29,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,DOÑIHUE
EDUARDO ANTONIO ARTES BRICHETTI,86,0.49,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,DOÑIHUE
EVELYN MATTHEI FORNET,1732,9.93,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,DOÑIHUE
HAROLD MAYNE-NICHOLLS SECUL,219,1.26,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,DOÑIHUE
FRANCO PARISI FERNANDEZ,6299,24.79,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,GRANEROS
JEANNETTE JARA ROMAN,6729,26.479999999999997,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,GRANEROS
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,329,1.29,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,GRANEROS
JOHANNES KAISER BARENTS-VON HOHENHAGEN,3544,13.950000000000001,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,GRANEROS
JOSE ANTONIO KAST RIST,5785,22.759999999999998,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,GRANEROS
EDUARDO ANTONIO ARTES BRICHETTI,136,0.54,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,GRANEROS
EVELYN MATTHEI FORNET,2336,9.19,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,GRANEROS
HAROLD MAYNE-NICHOLLS SECUL,255,1,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,GRANEROS
FRANCO PARISI FERNANDEZ,7363,18.85,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,MACHALI
JEANNETTE JARA ROMAN,9765,25,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,MACHALI
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,422,1.08,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,MACHALI
JOHANNES KAISER BARENTS-VON HOHENHAGEN,5285,13.53,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,MACHALI
JOSE ANTONIO KAST RIST,9793,25.07,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,MACHALI
EDUARDO ANTONIO ARTES BRICHETTI,167,0.43000000000000005,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,MACHALI
EVELYN MATTHEI FORNET,5673,14.52,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,MACHALI
HAROLD MAYNE-NICHOLLS SECUL,598,1.53,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,MACHALI
FRANCO PARISI FERNANDEZ,2609,22.82,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,MALLOA
JEANNETTE JARA ROMAN,2299,20.110000000000003,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,MALLOA
MARCO ANTONIO ENRIQUEZ-OMINAMI GUMUCIO,129,1.1300000000000001,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,MALLOA
JOHANNES KAISER BARENTS-VON HOHENHAGEN,1638,14.33,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,MALLOA
JOSE ANTONIO KAST RIST,3440,30.09,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,MALLOA
EDUARDO ANTONIO ARTES BRICHETTI,46,0.4,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,MALLOA
EVELYN MATTHEI FORNET,1177,10.29,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,MALLOA
HAROLD MAYNE-NICHOLLS SECUL,96,0.8400000000000001,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,MALLOA
FRANCO PARISI FERNANDEZ,5064,24.62,comuna,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,DISTRITO 15,MOSTAZAL
